,ID,NAME,r ankle_X,r ankle_Y,r knee_X,r knee_Y,r hip_X,r hip_Y,l hip_X,l hip_Y,l knee_X,l knee_Y,l ankle_X,l ankle_Y,pelvis_X,pelvis_Y,thorax_X,thorax_Y,upper neck_X,upper neck_Y,head top_X,head top_Y,r wrist_X,r wrist_Y,r elbow_X,r elbow_Y,r shoulder_X,r shoulder_Y,l shoulder_X,l shoulder_Y,l elbow_X,l elbow_Y,l wrist_X,l wrist_Y,Scale,Activity,Category
9675,9676,017312544.jpg,1031,514,1039,415,1075,253,990,251,989,415,1017,551,1033,252,988,125,985.9517,122.36,945.0483,69.64,1054,181,1101,166,1050,106,925,144,917,214,938,287,2.001807183521929,automobile repair,home repair
9676,9677,004781106.jpg,-1,-1,-1,-1,657,874,856,874,-1,-1,-1,-1,757,874,750,430,751.2715,353.7083,754.7285,146.2917,591,765,554,668,603,440,896,420,953,645,916,751,6.22336243521137,"standing, miscellaneous",miscellaneous
9677,9678,024645987.jpg,-1,-1,1261,1032,1255,767,1315,759,1321,1034,-1,-1,1285,763,1188,471,1160.3206,414.6455,1076.6794,244.3545,1177,825,1172,664,1120,478,1255,463,1318,587,1255,681,5.69169500236968,riding in a bus or train,transportation
9678,9679,014319750.jpg,-1,-1,832,1062,842,817,764,752,755,1049,-1,-1,803,785,814,332,838.7058,256.5226,898.2942,74.4774,981,801,916,600,882,355,745,308,795,488,925,562,5.746484142499655,"standing, talking in person",miscellaneous
9679,9680,055794874.jpg,812,1050,793,888,775,680,867,688,796,859,793,1015,821,684,837,387,844.1013,317.6441,859.8987,163.3559,677,709,698,550,743,384,930,389,949,558,965,643,4.652844291398542,"walking, general",walking
9680,9681,018494534.jpg,-1,-1,-1,-1,537,613,508,594,-1,-1,-1,-1,523,604,539,273,547.0067,216.1104,568.9933,59.8896,743,299,685,400,532,303,545,243,609,307,694,270,4.732809736298301,"truck driving, loading and unloading truck, tying down load, standing, walking and carrying heavy lo",occupation
9681,9682,003893371.jpg,-1,-1,-1,-1,457,589,347,582,-1,-1,-1,-1,402,586,426,309,428.3031,288.5603,439.6969,187.4397,537,282,579,365,520,311,331,306,373,391,450,292,3.0528150943023062,"truck driving, loading and unloading truck, tying down load, standing, walking and carrying heavy lo",occupation
9682,9683,003598983.jpg,-1,-1,344,625,276,551,483,541,640,594,-1,-1,380,546,391,246,399.2781,213.3085,441.7219,45.6915,470,472,243,450,288,226,493,266,557,361,667,437,5.18722122142482,"driving delivery truck, taxi, shuttle bus, school bus",occupation
9683,9684,083156950.jpg,576,493,568,397,530,296,506,278,495,376,474,466,518,287,617,265,645.8958,274.9329,716.1042,299.0671,607,375,557,341,584,291,650,238,697,304,733,351,2.2272206895590747,"truck driving, loading and unloading truck, tying down load, standing, walking and carrying heavy lo",occupation
9684,9685,059144993.jpg,502,670,664,607,531,547,401,510,551,588,494,631,466,529,582,322,572.6665,325.6705,680.3335,283.3295,755,601,748,475,656,350,508,293,410,319,484,301,3.470801636509929,"truck driving, loading and unloading truck, tying down load, standing, walking and carrying heavy lo",occupation
9685,9686,035808530.jpg,369,532,460,561,442,456,447,444,529,410,480,523,445,450,497,324,506.071,309.905,552.929,237.095,476,509,450,415,495,331,498,316,574,298,590,233,2.5975496145405965,"truck driving, loading and unloading truck, tying down load, standing, walking and carrying heavy lo",occupation
9686,9687,089422804.jpg,29,568,263,655,130,431,144,419,316,465,100,520,137,425,299,290,342.4691,256.4486,461.5309,164.5514,522,296,477,445,340,376,257,203,358,195,469,207,4.512063829335751,"truck driving, loading and unloading truck, tying down load, standing, walking and carrying heavy lo",occupation
9687,9688,061629179.jpg,-1,-1,-1,-1,1042,946,1205,955,-1,-1,-1,-1,1124,951,1124,531,1120.7729,476.1393,1109.2271,279.8607,1021,642,907,717,979,543,1268,519,1385,696,1319,850,5.8985340551699785,"softball, general",sports
9688,9689,018346425.jpg,-1,-1,-1,-1,617,850,761,852,-1,-1,-1,-1,689,851,690,518,687.1237,449.6329,679.8763,277.3671,581,786,518,637,561,528,819,508,860,682,774,771,5.172542894940554,"softball, general",sports
9689,9690,067906910.jpg,486,917,508,812,486,614,561,610,563,814,537,982,524,612,536,414,538.6271,372.404,545.3729,265.596,486,540,419,513,460,420,611,408,614,501,614,545,3.210622369572604,"softball, general",sports
9690,9691,076338126.jpg,687,891,685,791,643,575,734,601,736,795,718,844,689,588,691,384,690.7705,343.1473,690.2295,246.8527,544,554,556,488,619,392,762,376,800,444,818,509,2.888886290597122,"softball, general",sports
9691,9692,042934278.jpg,992,833,896,721,976,570,987,565,1013,725,1063,874,982,568,995,386,996.6503,362.2359,1003.3497,265.7641,935,312,880,376,967,387,1022,385,1029,499,1017,600,2.9011225413622217,"softball, general",sports
9692,9693,086163261.jpg,1182,951,1105,778,1208,631,1273,638,1314,826,1473,877,1241,635,1215,357,1208.9476,340.1482,1170.0524,231.8518,1430,367,1341,376,1249,367,1180,347,1136,323,1083,369,3.452081111445674,"softball, general",sports
9693,9694,015073241.jpg,1300,872,1315,739,1274,610,1317,612,1247,739,1129,759,1296,611,1346,444,1345.7042,424.0342,1344.2958,328.9658,1079,470,1194,465,1291,432,1401,456,1372,516,1375,578,2.85236743776113,"softball, general",sports
9694,9695,027883758.jpg,1180,1002,1102,854,1047,665,984,682,867,861,889,1062,1016,674,945,442,931.5325,413.7349,877.4675,300.2651,1151,573,1066,532,989,432,901,452,945,561,940,687,3.770750588410748,"softball, general",sports
9695,9696,009349236.jpg,868,1017,693,893,695,671,762,671,740,878,789,1047,729,671,765,388,765.6618,363.38,769.3382,226.62,685,300,581,362,700,372,829,404,898,537,814,649,4.104280692155448,"softball, general",sports
9696,9697,021087784.jpg,689,997,891,1012,891,810,981,787,1151,757,1181,920,936,799,929,501,943.3853,426.7618,970.6147,286.2382,959,782,859,667,899,503,959,498,969,642,1091,672,4.294122494759552,"softball, general",sports
9697,9698,023872881.jpg,1021,898,981,975,947,715,1062,699,1190,792,1238,1067,1005,707,977,424,970.3887,362.0494,956.6113,232.9506,815,427,868,439,904,432,1050,415,1127,554,1142,684,3.894956739169256,"softball, general",sports
9698,9699,091763319.jpg,862,958,903,780,943,595,1025,590,1066,776,1088,922,984,593,983,358,982.1413,351.2914,967.8587,239.7086,794,222,842,299,922,345,1044,371,1069,511,1107,631,3.3747959938342937,"softball, general",sports
9699,9700,007810969.jpg,1108,970,1103,812,1146,610,1243,617,1267,816,1310,929,1195,614,1224,373,1219.2859,300.0702,1211.7141,182.9298,1019,557,1115,475,1149,369,1298,376,1320,525,1334,648,3.5215451154287374,"softball, general",sports
9700,9701,042741512.jpg,1795,1067,1678,941,1706,788,1745,778,1721,963,-1,-1,1726,783,1753,553,1742.3104,525.8519,1700.6896,420.1481,1639,626,1764,658,1774,549,1731,557,1702,674,1610,619,3.408084505994533,"softball, general",sports
9701,9702,053239869.jpg,-1,-1,844,989,841,754,947,749,936,984,-1,-1,894,752,862,471,867.4125,435.3411,890.5875,282.6589,873,519,791,622,767,463,957,479,994,648,984,519,4.632932548613242,"softball, general",sports
9702,9703,089869305.jpg,-1,-1,1043,1057,985,800,1056,795,1056,1037,-1,-1,1021,798,1013,496,1021.9063,427.1563,1041.0937,278.8437,1038,578,945,651,932,510,1094,482,1106,644,1149,618,4.486459628705021,"softball, general",sports
9703,9704,099769622.jpg,-1,-1,-1,-1,897,891,1055,885,-1,-1,-1,-1,976,888,937,479,905.3248,359.6314,860.6752,191.3686,845,766,824,703,806,508,1067,450,1122,648,958,745,5.22257867341412,"softball, general",sports
9704,9705,075338811.jpg,1473,1011,1478,812,1514,598,1615,590,1647,838,1663,1076,1565,594,1564,255,1554.8194,177.4751,1537.1806,28.5249,1396,561,1418,422,1440,258,1687,251,1716,451,1651,573,4.499727991779059,"softball, general",sports
9705,9706,097079099.jpg,-1,-1,-1,-1,585,878,467,907,-1,-1,-1,-1,526,893,513,474,506.1499,392.507,490.8501,210.493,426,193,508,318,597,429,429,518,386,737,263,936,5.479678822704849,"softball, general",sports
9706,9707,078710113.jpg,-1,-1,-1,-1,519,983,440,903,-1,-1,-1,-1,480,943,480,420,500.1713,340.7267,559.8287,106.2733,653,653,632,696,538,443,422,397,522,592,684,659,7.257728570289743,"softball, general",sports
9707,9708,096320264.jpg,-1,-1,-1,-1,680,978,762,937,-1,-1,-1,-1,721,958,649,529,660.8323,467.4721,697.1677,278.5279,621,1007,545,788,598,563,700,495,785,460,899,463,5.772187107154444,"softball, general",sports
9708,9709,070727073.jpg,-1,-1,920,976,926,776,940,753,934,962,-1,-1,933,765,922,496,922.63,461.3491,925.37,310.6509,1082,628,954,675,912,505,931,486,984,645,998,589,4.521691718814984,"softball, general",sports
9709,9710,007976343.jpg,-1,-1,-1,-1,533,865,424,865,-1,-1,-1,-1,479,865,462,604,467.0,561.0,487.0,424.0,581,588,682,593,549,593,374,614,355,735,350,881,4.153109678301308,"softball, general",sports
9710,9711,040192019.jpg,-1,-1,-1,-1,319,941,191,939,-1,-1,-1,-1,255,940,238,636,249.4368,589.5266,289.5632,426.4734,504,465,518,598,347,622,128,650,112,821,95,939,5.037542257887273,"softball, general",sports
9711,9712,064659728.jpg,-1,-1,-1,-1,854,1012,1080,1015,-1,-1,-1,-1,967,1014,991,518,1003.3966,466.1338,1065.6034,205.8662,733,1071,814,789,829,553,1152,482,1372,541,1726,544,8.027955156825428,"softball, general",sports
9712,9713,035071851.jpg,691,898,696,730,693,557,727,559,761,727,753,869,710,558,673,354,684.2739,316.4203,715.7261,211.5797,667,451,643,420,647,362,698,345,715,420,739,511,3.283705224285517,"softball, general",sports
9713,9714,027338392.jpg,340,874,340,703,294,453,198,424,215,725,174,879,246,439,450,264,463.791,252.2402,565.209,165.7598,362,513,388,359,475,270,424,258,369,415,482,441,3.998503720143325,"softball, general",sports
9714,9715,057739927.jpg,573,955,579,754,460,558,470,537,460,741,331,914,465,548,685,396,713.2363,374.782,829.7637,287.218,664,579,573,509,677,406,692,385,571,486,646,553,4.372810537857774,"softball, general",sports
9715,9716,093350188.jpg,809,792,831,655,839,455,925,451,938,651,929,802,882,453,885,236,893.6597,187.7529,911.3403,89.2471,860,314,788,304,805,216,964,255,972,359,1001,463,3.002399040767233,"softball, general",sports
9716,9717,003498187.jpg,433,719,495,642,463,549,421,547,491,644,498,735,442,548,446,393,454.3993,376.2014,487.6007,309.7986,538,525,522,471,477,396,415,390,399,475,447,527,2.2272206895590747,"softball, general",sports
9717,9718,076923120.jpg,796,1042,851,793,773,600,705,600,753,761,751,1000,739,600,746,350,763.3144,268.9245,791.6856,136.0755,876,650,801,494,818,351,673,348,652,476,738,522,4.075338513547064,"softball, general",sports
9718,9719,072272728.jpg,290,798,301,652,327,503,385,501,383,649,407,805,356,502,374,325,376.3431,303.1311,386.6569,206.8689,290,436,265,376,312,323,436,327,509,381,461,438,2.904396667123827,"softball, general",sports
9719,9720,096395343.jpg,-1,-1,557,1055,559,821,655,814,691,1050,-1,-1,607,818,603,518,607.9345,444.7219,618.0655,294.2781,605,747,487,682,497,518,708,518,792,619,730,699,4.523538437992984,"softball, general",sports
9720,9721,093071122.jpg,554,920,609,718,638,497,725,513,698,713,674,925,682,505,695,232,697.2758,175.7888,702.7242,41.2112,561,388,508,297,600,227,790,237,842,304,804,395,4.040633613679914,"softball, general",sports
9721,9722,076223256.jpg,780,808,754,663,756,499,831,510,845,668,867,792,794,505,813,262,814.3574,218.5618,817.6426,113.4382,682,457,698,361,734,257,891,266,916,390,925,479,3.1552470584726007,"softball, general",sports
9722,9723,011322065.jpg,-1,-1,-1,-1,919,787,1080,799,-1,-1,-1,-1,1000,793,1024,386,1028.7735,278.3313,1037.2265,87.6687,792,849,829,592,866,378,1182,394,1166,604,1182,852,5.725496659679402,"softball, general",sports
9723,9724,084271912.jpg,700,843,695,689,633,533,695,546,651,716,601,836,664,540,654,357,652.8029,331.8601,648.1971,235.1399,671,517,610,479,604,367,704,347,760,441,751,486,2.9048924248584487,"softball, general",sports
9724,9725,025850625.jpg,1322,807,1408,735,1385,546,1457,532,1457,719,1433,872,1421,539,1423,368,1419.4059,332.4819,1409.5941,235.5181,1415,557,1381,474,1394,366,1451,370,1462,472,1518,566,2.923767432611561,"softball, general",sports
9725,9726,028469797.jpg,595,692,630,592,648,467,695,465,707,580,656,659,672,466,667,324,665.6524,298.7811,661.3476,218.2189,669,451,605,424,624,334,709,314,730,381,730,408,2.420314029211912,"softball, general",sports
9726,9727,095993657.jpg,903,877,978,739,1035,624,1105,636,1144,771,1177,896,1070,630,1049,461,1055.5889,428.2553,1075.4111,329.7447,975,626,975,547,995,470,1103,451,1122,542,1108,612,3.014556683825998,"softball, general",sports
9727,9728,010280856.jpg,412,893,417,725,432,576,501,583,504,715,509,881,467,580,454,351,461.3126,330.3278,498.6874,224.6722,369,501,294,429,379,355,528,347,588,420,571,463,3.3621421742692563,"softball, general",sports
9728,9729,007748729.jpg,639,850,736,687,803,542,858,559,904,679,887,831,831,551,961,490,993.9408,490.1926,1099.0592,490.8074,743,549,820,477,923,458,998,521,967,648,988,749,3.153603652965921,"softball, general",sports
9729,9730,059325947.jpg,312,742,355,630,392,488,469,473,443,634,443,737,431,481,421,246,423.5826,199.5141,429.4174,94.4859,381,480,355,379,366,256,475,235,497,360,523,471,3.1557034081168016,"softball, general",sports
9730,9731,018934772.jpg,84,686,101,561,103,399,163,386,111,569,115,663,133,393,103,147,109.5482,107.9223,127.4518,1.0777,3,394,16,307,45,147,161,147,101,261,95,345,3.250028922948225,"softball, general",sports
9731,9732,036124279.jpg,874,778,977,653,1028,453,1109,444,1153,607,1172,802,1069,449,1100,251,1105.2,237.6,1146.8,130.4,977,518,977,386,1023,263,1177,239,1196,364,1218,470,3.4496608528955424,"softball, general",sports
9732,9733,086201772.jpg,352,915,434,715,420,499,453,511,458,723,410,840,437,505,433,270,452.6363,211.8183,494.3637,88.1817,547,441,415,427,441,282,424,258,439,376,468,513,3.914649409589574,"softball, general",sports
9733,9734,042433814.jpg,1,793,135,641,110,502,101,486,131,627,113,841,106,494,122,229,134.35,173.7881,160.65,56.2119,172,470,90,377,97,233,147,224,160,361,210,459,3.6144509956561865,"softball, general",sports
9734,9735,091569135.jpg,928,857,909,662,812,504,747,487,743,687,651,848,780,496,914,339,957.1585,303.6885,1046.8415,230.3115,870,593,911,482,957,374,870,304,788,355,735,456,3.476273867231982,"softball, general",sports
9735,9736,049793805.jpg,-1,-1,-1,-1,1477,854,1530,873,-1,-1,-1,-1,1504,864,1452,357,1426.4698,259.8556,1359.5302,5.1444,1102,711,1341,665,1419,358,1484,355,1567,662,1456,885,7.900813122710852,"softball, general",sports
9736,9737,039883661.jpg,1730,1069,1699,855,1663,588,1762,583,1740,860,1774,1074,1713,586,1743,269,1726.1495,211.8362,1680.8505,58.1638,1591,602,1651,465,1663,275,1822,263,1868,446,1706,415,4.80629587104248,"softball, general",sports
9737,9738,075038893.jpg,-1,-1,965,967,1047,678,1147,665,1205,970,-1,-1,1097,672,1073,338,1096.1546,246.1989,1134.8454,92.8011,1165,551,999,525,1002,346,1144,330,1123,504,1202,520,4.746056889671678,"softball, general",sports
9738,9739,007317510.jpg,1692,679,1698,559,1704,457,1774,449,1792,571,1814,699,1739,453,1749,296,1751.2731,259.6303,1756.7269,172.3697,1708,435,1678,387,1688,299,1810,293,1804,383,1756,439,2.622926609724336,"softball, general",sports
9739,9740,008947838.jpg,297,599,305,486,303,363,379,351,389,486,396,605,341,357,334,224,334.7715,197.3822,337.2285,112.6178,329,363,277,303,284,227,383,221,406,301,368,359,2.544,"softball, general",sports
9740,9741,065197371.jpg,698,557,707,463,700,352,752,345,764,460,707,548,726,349,700,225,702.2593,211.9462,715.7407,134.0538,717,343,674,310,660,227,740,222,752,286,755,338,2.37151091079084,"softball, general",sports
9741,9742,048694071.jpg,658,850,662,674,696,489,761,513,751,715,797,910,729,501,669,275,653.3532,241.5727,596.6468,120.4273,631,573,624,417,619,282,718,268,723,415,593,415,4.012811483237158,"softball, general",sports
9742,9743,079041525.jpg,1031,918,996,738,1122,579,1119,587,1119,784,1300,899,1121,583,1071,366,1064.2095,327.1432,1041.7905,198.8568,926,482,1023,523,1098,380,1044,351,934,321,840,213,3.9069169430639294,"softball, general",sports
9743,9744,091627084.jpg,170,1079,302,913,329,670,469,659,508,897,-1,-1,399,665,487,467,504.5043,443.9262,623.4957,287.0738,474,775,308,675,376,485,598,448,561,577,585,680,5.906389760251179,"softball, general",sports
9744,9745,038836688.jpg,1184,460,1174,383,1166,307,1197,310,1208,389,1207,464,1182,309,1185,208,1183.3433,183.3869,1179.6567,128.6131,1150,257,1135,265,1150,212,1220,203,1235,255,1198,253,1.6469316925725852,"softball, general",sports
9745,9746,059641003.jpg,-1,-1,613,1006,585,664,729,664,777,1006,-1,-1,657,664,670,303,665.8039,234.1844,654.1961,43.8156,433,509,515,520,537,326,803,280,797,348,653,235,5.721672482762361,"softball, general",sports
9746,9747,050069663.jpg,-1,-1,376,850,374,573,511,566,545,850,-1,-1,443,570,421,262,411.8988,173.7685,394.1012,1.2315,282,518,261,448,282,270,559,254,600,412,605,434,5.2035741562891165,"softball, general",sports
9747,9748,098161066.jpg,435,945,582,728,618,527,673,539,728,793,780,994,646,533,778,294,809.2934,270.2232,950.7066,162.7768,1059,560,933,469,814,297,741,291,710,353,783,450,5.328054053779861,"softball, general",sports
9748,9749,083108441.jpg,337,578,347,468,351,351,411,353,429,472,462,592,381,352,380,211,379.3714,189.7848,376.6286,97.2152,351,357,313,289,323,210,437,212,435,289,379,353,2.7783045189467623,"softball, general",sports
9749,9750,091173771.jpg,1228,758,1237,621,1228,474,1158,467,1148,635,1124,792,1193,471,1224,272,1237.1728,241.3235,1283.8272,132.6765,1276,450,1271,357,1288,275,1160,268,1122,364,1146,426,3.547212990503954,"softball, general",sports
9750,9751,025434009.jpg,739,876,729,744,708,585,795,580,826,751,854,895,752,583,740,355,731.1074,309.835,710.8926,207.165,647,585,657,482,661,369,818,341,858,458,868,562,3.1392330273491966,"softball, general",sports
9751,9752,077252642.jpg,793,617,743,658,778,560,848,551,939,584,870,614,813,556,801,414,792.0983,370.2543,774.9017,285.7457,752,538,730,507,732,429,870,398,924,455,907,527,2.5872178106993617,"softball, general",sports
9752,9753,026547322.jpg,877,937,696,833,593,756,617,674,737,778,920,889,605,715,486,591,463.3456,576.3225,366.6544,513.6775,439,756,494,730,468,648,504,533,583,571,665,629,3.4563333172597805,"softball, general",sports
9753,9754,020874253.jpg,1237,732,954,677,696,610,739,497,997,561,1245,641,718,554,390,475,343.8584,447.9986,166.1416,344.0014,355,754,371,706,340,610,439,340,602,388,783,424,6.177284840445679,"softball, general",sports
9754,9755,094426616.jpg,638,583,586,593,629,527,685,527,757,544,731,602,657,527,666,403,668.8971,374.9946,678.1029,286.0054,661,518,601,499,601,403,731,403,748,494,687,522,2.6839254833172994,"softball, general",sports
9755,9756,001930442.jpg,672,581,667,708,626,528,742,504,776,497,771,371,684,516,688,592,691.48,668.5607,683.52,493.4393,545,792,554,706,593,588,783,595,780,732,780,860,5.259067597968294,"softball, general",sports
9756,9757,096538870.jpg,816,504,781,537,818,437,868,437,943,481,889,498,843,437,841,323,834.5141,293.5973,817.4859,216.4027,779,454,774,408,781,333,900,312,935,364,922,427,2.37151091079084,"softball, general",sports
9757,9758,014926190.jpg,536,412,617,546,634,683,685,697,708,563,737,418,660,690,777,628,782.5895,622.514,825.4105,580.486,604,607,671,609,733,610,820,646,883,677,968,697,1.7999999999999998,"softball, general",sports
9758,9759,081943808.jpg,1005,1061,1028,857,1047,626,1155,636,1140,862,1142,1061,1101,631,1089,385,1091.2135,325.9005,1096.7865,177.0995,1062,520,969,561,989,395,1189,374,1220,520,1228,499,4.467160171742221,"softball, general",sports
9759,9760,027592255.jpg,-1,-1,489,1073,489,743,625,746,660,1075,-1,-1,557,745,576,380,571.0,290.0,560.0,101.0,339,788,394,607,426,386,725,373,751,596,751,759,5.664203386178853,"softball, general",sports
9760,9761,035070233.jpg,-1,-1,1220,918,1206,631,1340,620,1392,910,-1,-1,1273,626,1243,323,1232.9282,275.9405,1195.0718,99.0595,1157,353,1108,489,1122,348,1364,298,1383,479,1343,577,5.426601146205607,"softball, general",sports
9761,9762,021675771.jpg,1316,729,1329,616,1331,499,1388,506,1393,618,1401,733,1360,503,1367,340,1368.1379,303.1333,1370.8621,214.8667,1333,446,1293,418,1303,342,1431,337,1442,412,1399,452,2.649256499473012,"softball, general",sports
9762,9763,058551404.jpg,-1,-1,-1,-1,987,854,1167,866,-1,-1,-1,-1,1077,860,1089,434,1079.1648,317.2067,1058.8352,75.7933,835,913,876,671,910,432,1267,435,1307,686,1301,907,7.268038524939175,"softball, general",sports
9763,9764,034809555.jpg,590,645,654,526,662,407,709,405,775,516,777,643,686,406,682,250,687.6041,231.2704,714.3959,141.7296,614,251,630,314,634,255,729,245,773,292,826,302,2.8038944345320846,"softball, general",sports
9764,9765,028882943.jpg,1322,747,1275,779,1172,764,1219,656,1322,615,1401,548,1196,710,1047,657,1051.1253,668.7042,999.8747,523.2958,1108,916,1067,805,988,714,1105,600,1158,586,1202,568,4.6252800996264,"skydiving, base jumping, bungee jumping",sports
9765,9766,040900774.jpg,1278,716,1200,663,1175,550,1237,537,1290,642,1370,730,1206,544,1173,412,1169.3592,394.6364,1150.6408,305.3636,1092,564,1122,495,1127,417,1219,406,1262,502,1283,612,2.736421020237931,"skydiving, base jumping, bungee jumping",sports
9766,9767,052397420.jpg,-1,-1,227,956,109,706,169,679,227,917,128,1011,139,693,167,281,210.2509,223.7898,312.7491,88.2102,88,699,6,475,107,242,227,319,126,465,155,619,5.098912825299134,"skydiving, base jumping, bungee jumping",sports
9767,9768,013487485.jpg,1609,951,1624,790,1626,646,1672,650,1701,804,1689,937,1649,648,1638,484,1648.6209,442.4604,1672.3791,349.5396,1597,699,1583,610,1583,484,1693,484,1710,600,1725,696,2.877298733187084,"skydiving, base jumping, bungee jumping",sports
9768,9769,002598229.jpg,1277,706,1347,616,1406,530,1453,537,1446,623,1435,693,1430,534,1443,392,1443.7165,385.291,1453.2835,295.709,1254,374,1322,406,1403,394,1482,390,1516,397,1543,394,2.7027452710161195,"skydiving, base jumping, bungee jumping",sports
9769,9770,015280581.jpg,1158,551,1140,422,1115,302,1069,294,1030,388,991,481,1092,298,1098,193,1096.958,182.1889,1091.042,120.8111,1252,160,1204,186,1143,201,1053,184,1002,150,947,110,1.8498691845641408,"skydiving, base jumping, bungee jumping",sports
9770,9771,062685362.jpg,737,801,832,656,653,524,647,519,801,614,740,801,650,522,764,281,795.5939,267.8492,929.4061,212.1508,695,513,647,354,759,275,768,286,720,421,751,516,4.348241023678424,"skydiving, base jumping, bungee jumping",sports
9771,9772,007361826.jpg,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1096,662,1091.191,586.3035,1073.809,312.6965,786,730,795,950,922,668,1270,655,1316,838,1291,972,8.22475482917272,"skydiving, base jumping, bungee jumping",sports
9772,9773,018969636.jpg,1025,646,1025,536,1030,377,1102,386,1102,529,1109,644,1066,382,1062,199,1067.9403,153.6775,1083.0597,38.3225,1034,208,964,291,997,197,1126,201,1219,272,1157,179,3.4902469826646936,"skydiving, base jumping, bungee jumping",sports
9773,9774,033785389.jpg,1040,192,1016,234,950,301,890,285,880,222,894,174,920,293,897,424,899.5303,451.3731,905.4697,515.6269,846,323,852,375,850,421,944,427,976,375,994,319,1.9358347036872756,"skydiving, base jumping, bungee jumping",sports
9774,9775,007787006.jpg,1144,249,1124,310,1088,422,963,441,815,360,793,227,1026,432,1036,685,1037.392,744.8569,1040.608,883.1431,1242,597,1180,622,1130,692,941,678,885,606,762,597,4.149710351337789,"skydiving, base jumping, bungee jumping",sports
9775,9776,019169927.jpg,928,727,904,638,976,624,1024,620,1106,632,1102,733,1000,622,973,490,972.7679,484.1985,970.2321,420.8015,836,434,886,474,940,494,1006,486,1034,466,1054,442,1.903428485654242,"skydiving, base jumping, bungee jumping",sports
9776,9777,091126979.jpg,959,754,906,598,1060,602,1106,602,1123,677,1149,804,1083,602,1070,390,1067.9166,386.219,1018.0834,295.781,1029,328,1031,367,1027,398,1113,381,1185,359,1257,314,3.09776693765041,"skydiving, base jumping, bungee jumping",sports
9777,9778,065343192.jpg,-1,-1,94,885,181,761,215,569,165,510,32,305,198,665,564,536,655.6747,557.1749,840.3253,599.8251,733,730,460,659,541,575,587,497,569,432,507,379,5.685366478952785,"skydiving, base jumping, bungee jumping",sports
9778,9779,038440893.jpg,901,41,860,212,848,283,1183,376,1273,305,1360,137,1016,330,908,497,970.6357,258.2013,829.3643,796.7987,168,581,373,296,618,410,1198,584,1617,693,1539,1037,16.704499992516986,"skydiving, base jumping, bungee jumping",sports
9779,9780,067264874.jpg,-1,-1,-1,-1,246,671,291,650,-1,-1,-1,-1,269,661,251,433,266.8644,404.2575,320.1356,307.7425,240,711,206,575,224,432,278,434,309,508,362,593,3.3072139332072243,"standing, miscellaneous",miscellaneous
9780,9781,058869172.jpg,647,436,640,364,667,277,719,277,727,391,727,479,693,277,651,205,647.451,200.1201,590.549,121.8799,614,138,622,158,642,182,660,228,594,275,557,253,2.902313559903547,"skydiving, base jumping, bungee jumping",sports
9781,9782,022349875.jpg,1018,402,1058,331,1107,259,1139,282,1093,383,1059,461,1123,271,1185,159,1185.6868,121.2247,1187.3132,31.7753,1074,251,1111,198,1152,126,1218,192,1197,278,1197,222,2.6839254833172994,"skydiving, base jumping, bungee jumping",sports
9782,9783,084720949.jpg,577,73,561,123,550,152,500,165,431,168,468,84,525,159,528,274,523.6646,297.2534,510.3354,368.7466,619,185,603,230,574,282,481,266,442,227,376,198,2.1817570900537944,"skydiving, base jumping, bungee jumping",sports
9783,9784,049194038.jpg,918,528,918,432,932,345,894,341,876,436,876,524,913,343,931,220,931.3842,199.6377,932.6158,134.3623,939,271,970,295,973,232,888,208,864,257,900,253,1.958611753257904,"skydiving, base jumping, bungee jumping",sports
9784,9785,082253602.jpg,674,707,599,582,509,481,555,467,638,562,713,654,532,474,460,344,452.179,319.2056,420.821,219.7944,617,414,523,391,437,344,483,343,571,382,626,405,3.127191711424165,"skydiving, base jumping, bungee jumping",sports
9785,9786,040601254.jpg,879,719,906,609,933,484,986,484,975,618,981,711,960,484,945,286,913.2149,236.998,856.7851,150.002,863,293,888,407,898,302,991,269,1030,400,945,477,3.1108481158680825,"skydiving, base jumping, bungee jumping",sports
9786,9787,098468555.jpg,-1,-1,801,712,690,578,743,532,733,603,665,617,717,555,684,352,688.402,337.5936,745.598,150.4064,477,597,526,518,592,390,776,313,890,423,989,408,5.871912805892131,"skydiving, base jumping, bungee jumping",sports
9787,9788,077048936.jpg,452,659,512,714,605,594,679,623,-1,-1,-1,-1,642,609,705,473,707.1311,482.8492,665.8689,292.1508,758,570,609,632,594,464,816,481,888,644,-1,-1,5.853343659823844,"skydiving, base jumping, bungee jumping",sports
9788,9789,096595021.jpg,570,559,524,454,584,470,549,506,404,530,485,657,567,488,594,294,584.0318,271.2557,532.9682,154.7443,539,371,588,363,640,288,547,299,503,406,402,429,3.816301874852145,"skydiving, base jumping, bungee jumping",sports
9789,9790,051432648.jpg,1109,457,989,506,966,449,1009,457,1128,504,1193,398,988,453,906,276,897.0106,264.6733,814.9894,161.3267,872,175,882,216,917,261,895,291,793,220,719,132,3.9581814005929545,"skydiving, base jumping, bungee jumping",sports
9790,9791,047369113.jpg,355,715,338,628,267,498,312,477,391,561,426,652,290,488,249,295,261.1187,251.5556,289.8813,148.4444,217,503,171,421,209,298,288,291,296,352,357,413,3.211429588205227,"skydiving, base jumping, bungee jumping",sports
